symbol,name_jp,market,score_0to7,annual_last1_yoy,annual_last2_cagr,q_last_pretax_yoy,q_last_revenue_yoy,q_last_ok_20_10,q_seq_ok,q_accelerating,q_improving_margin,notes,digest
1736.T,オーテック,スタンダード,7,0.9429360331339163,0.4393188880957022,3.4100719424460433,0.1441425546930134,True,True,True,True,年率5–10%の安定成長は未達,"(株)オーテック【1736.T】の直近決算・見通しは以下の3点です。

- 2026年3月期第1四半期の売上高が**前年同期比14.4％増の64億8,500万円**、営業利益は**851.9％増の5億2,200万円**、純利益は**698.1％増の3億8,700万円**と大幅な増益となりました。主因は環境システム事業の既設工事高増加です。[3]

- 会社業績は**過去12四半期連続で改善傾向**にあり、純利益率や営業利益率の回復、自己資本比率の高水準維持、EPS（1株当たり利益）の前年同期比増加など、財務面での安定と成長が続いています。[1]

- 2025年3月期の業績見通しについても**通期の営業利益予想を大幅に上方修正（従来予想比149.0％上振れ）**しており、今期も好調が見込まれます。[7]"
1965.T,テクノ菱和,スタンダード,7,0.5586758707248196,0.6712522429605854,1.8430034129692834,0.2653855659911023,True,True,True,True,年率5–10%の安定成長は未達,"1. **2026年3月期の通期連結業績予想は、売上高900億円（前期比6.9％増）、営業利益101億円（同4.9％増）、経常利益104億円（同4.7％増）、親会社株主に帰属する当期純利益67億円（同2.4％増）**[7]。

2. **直近決算発表予定日は2025年11月7日であり、最新の業績・見通しの詳細はこの日に更新予定**[5]。

3. **業績予想は堅調な増収増益を見込む一方、前年からの成長率は鈍化傾向にあり、利益改善の幅は限定的となる見通しが示されている**[7]。"
3153.T,八洲電機,プライム,7,0.3368997263000746,0.35440558029356617,1.053370786516854,0.25538894095595127,True,True,True,True,年率5–10%の安定成長は未達,"1. 2025年3月期決算は、**売上高660億7,500万円（前年比約1.9％増）、営業利益52億5,300万円（同34.9％増）、純利益40億1,100万円（同51％増）と大幅な増収増益**でした［1］。

2. **2026年3月期の会社予想は、売上高680億円、営業利益56億円、経常利益57億円と引き続き増収増益を見込んでいます**［1］。

3. **2025年3月期の1株配当は36円で、2026年3月期は40円（前期比4円増）を予定しています**［5］。"
1384.T,ホクリヨウ,スタンダード,6,-0.13601036269430056,0.20285271907012925,3.9185185185185185,0.3367533059735522,True,True,True,True,年率5–10%の安定成長は未達; 直近1年+20%未満,"- **2025年3月期決算は増収増益**  
売上高は193.97億円（前年比2.6%増）、純利益は21.81億円（前年比31.7%増）と、鶏卵相場上昇を背景に好調な業績を記録しました[1][3][5]。

- **2026年3月期通期予想は増収も減益見込**  
会社予想では売上高213.3億円（前年比10.0%増）、純利益20.60億円（前年比-5.5%減）と、増収となる一方で純利益は減少を見込んでいます[5]。

- **今後の見通し：卵価格高止まりと季節要因により堅調な需要を維持**  
鶏卵価格は依然高値圏にあり、年末のクリスマスや外食産業の需要増も業績に追い風と予測されています[2]。"
1811.T,錢高組,スタンダード,5,0.022462896109105568,0.3320855049700602,2.121245828698554,0.2237056703963588,True,False,True,True,年率5–10%の安定成長は未達; 直近1年+20%未満; 直近2–3Qの連続クリア未達,"錢高組（1811.T）の直近決算と見通しは、以下の3点にまとめられます。

1. **2026年3月期第1四半期（2025年4-6月）の売上高は前年同期比22.4％増の322.63億円、営業利益は21.03億円と大幅増加。** 前年同期の営業利益は5,300万円からの急回復となっています［5］。

2. **2025年3月期通期（直近本決算）では、売上高1,206億円、純利益35.04億円と、前期比で純利益が約28％増加。** 1株あたり当期純利益は489.39円です［3］。

3. **2025年2月時点の会社予想では、売上高をやや下方修正しつつも、利益面では前回見通し比で概ね横ばいから増加基調。** 売上は1,201億円（前回1,214億円）、利益は大きな減額なしの見通しでした［1］。"
1944.T,きんでん,プライム,5,0.40372319603323037,0.26645421133703606,1.4073121965152813,0.09205320517488289,False,False,True,True,年率5–10%の安定成長は未達; 直近Q: 経常+20% & 売上+10% 未達; 直近2–3Qの連続クリア未達,"1. **2026年3月期第2四半期累計（4～9月）の連結経常利益は前年同期比2.4倍の340億円となり、従来予想（240億円）を大きく上回った【2】【3】【5】。**

2. **通期業績予想は連結経常利益を従来の700億円から865億円へ約24％上方修正し、3期連続の過去最高益を見込む。また、配当予想も100円から120円へ増額された【2】【9】【5】。**

3. **売上高や営業利益も前年同期比で大幅増（完成工事高7.8％増、営業利益147.6％増）となり、採算性向上・生産性改善と好調な工事受注状況が背景にある【3】。**"
1949.T,住友電設,プライム,5,0.40082950673974227,0.1463069965952577,0.5174378846592205,0.11873990306946688,True,False,True,True,年率5–10%の安定成長は未達; 直近2年CAGR+20%未満; 直近2–3Qの連続クリア未達,"住友電設（1949.T）の直近決算・見通しは以下の3点です。

- **2026年3月期中間決算は大幅な増収増益。** 売上高は990億1,100万円（前年同期比9.3％増）、営業利益85億6,200万円（同38.9％増）、経常利益92億2,600万円（同40.4％増）、親会社株主に帰属する中間純利益60億6,700万円（同37.4％増）。大型工事の進捗と工事採算の改善が主因です。[1]

- **財務の安定性が向上。** 資産合計は1,932億6,000万円、自己資本比率は61.8％（前期末57.6％から改善）。受取手形・工事未収入金などの減少や、利益剰余金の増加により財務余力が強化されています。[1][5]

- **2026年3月期の通期業績見通しも増益予想。** 売上高は210,000百万円、営業利益18,000百万円、経常利益19,000百万円、純利益13,000百万円と予想されており、引き続き拡大基調です。[3]"
1979.T,大氣社,プライム,5,0.004332057223453534,0.23837568630660355,0.4804826117814053,0.20661530637231817,True,False,True,True,年率5–10%の安定成長は未達; 直近1年+20%未満; 直近2–3Qの連続クリア未達,"1. **業績改善傾向**  
過去12四半期にわたり業績はやや改善し、直近でも純利益率・売上高・EPSが前年同期比で増加傾向となっています。ROEやROAも一般的に望ましい水準にあり、収益性と安定性が確認されています〔https://finance.yahoo.co.jp/quote/1979.T〕。

2. **財務基盤の安定**  
自己資本比率が一般的基準（30％）を大きく上回る水準で推移し、財務余力が保たれています。一方、有利子負債は前年同期比で増加傾向ですが、EPSの増加により業績の安定が維持されています〔https://finance.yahoo.co.jp/quote/1979.T〕。

3. **成長見通しと業績予想**  
2026年3月期も売上高・EPSの増加基調が続くと見込まれています。事業別では環境システム・塗装システムともに安定した受注・利益規模を維持し、成長事業への具体策・大型案件の動向にも期待が寄せられています〔https://finance.yahoo.co.jp/quote/1979.T/financials?styl=presentation〕。"
5191.T,住友理工,プライム,5,0.25411459178704754,0.6097911111441285,0.2551348330305994,0.06595668870501603,False,False,True,True,年率5–10%の安定成長は未達; 直近Q: 経常+20% & 売上+10% 未達; 直近2–3Qの連続クリア未達,"住友理工（5191.T）の直近決算・見通しについて、主なポイントを3点で要約します。

- **2025年3月期の実績は大幅増益**  
　売上高は前期比2.9％増の6333億円、営業利益は同22.4％増の415億円、純利益は同47.1％増の274億円と好調です[3]。

- **2026年3月期は減益予想**  
　会社予想・市場コンセンサスともに減収・減益となり、経常利益は前期比で会社予想－9.4％、コンセンサス－6.3％となっています[1]。

- **2026年3月期第1四半期は利益増加の兆し**  
　売上高は1.8％減だったものの、事業利益は14.5％増の97億円となり、自動車用品セグメントが堅調です[11]。"
9271.T,和心,グロース,5,34.36363636363637,,0.6271186440677966,0.28547008547008546,True,True,True,True,年率5–10%の安定成長は未達; 途中に大幅減益あり; 直近2年CAGR+20%未満,"- **2025年12月期第2四半期（1-6月）累計の連結経常利益は前年同期比50％増の2.6億円、売上高は前年同期比27.3％増、4期連続で増収増益を達成**[1][3][7]。

- **通期業績予想は、売上高28億円（前期比33.7％増）、営業利益5.2億円（25.0％増）、経常利益5.1億円（31.1％増）と、いずれも過去最高を更新する見込みに上方修正**[3][5][11]。

- **インバウンド需要の回復、新規出店効果、営業利益率改善（前年同期21.2％→25.8％）などが業績拡大を牽引している**[3][7][11]。"
