symbol,name_jp,market,score_0to7,annual_last1_yoy,annual_last2_cagr,q_last_pretax_yoy,q_last_revenue_yoy,q_last_ok_20_10,q_seq_ok,q_accelerating,q_improving_margin,notes,digest
5032.T,ＡＮＹＣＯＬＯＲ,プライム,7,0.313831942306134,0.310011602226417,1.1071966275218308,0.8078422380188031,True,True,True,True,年率5–10%の安定成長は未達,"1. **直近決算（2026年4月期第1四半期）は、売上高157.68億円（前年同期比112.1％増）、営業利益70.03億円（同157.6％増）と大幅な増収増益を達成**［5］。

2. **通期業績予想は上方修正され、売上高500億円～520億円（前期比16.6％～21.3％増）、営業利益205億円～215億円（前期比26.0％～32.1％増）を見込む**［7］。

3. **ROE（自己資本利益率）は2025年4月期で55.23％と高水準を維持しており、資本効率の改善も続いている**［1］。"
4417.T,グローバルセキュリティエキスパート,グロース,6,0.41485507246376807,0.45581694765331915,0.28112449799196787,0.2338665195808053,True,True,False,True,年率5–10%の安定成長は未達; 経常成長の加速なし,"グローバルセキュリティエキスパート（4417.T）の直近決算・見通しは以下の3点に要約できます。

- **2025年3月期は売上高88.0億円、純利益10.1億円と増収増益となった。**前期比で売上高は約25％増、純利益も約29％増を達成している［1］［3］［7］。

- **2026年3月期の会社予想は売上高110.0億円、純利益14.2億円とさらに増収増益を見込む。**これは、売上高が25％増、純利益が約40％増と、成長率の加速が予想されている［3］［7］［13］。

- **配当については、2026年3月期の年間配当予想は32.73円（株式分割後の修正値）。**前年から増配を予定しており、安定した利益還元姿勢がうかがえる［7］［11］。

【出典】  
[1] https://finance.matsui.co.jp/stock/4417/settlement/index  
[3] https://minkabu.jp/stock/4417/settlement  
[7] https://kabutan.jp/stock/finance?code=4417  
[11] https://finance.yahoo.co.jp/quote/4417.T/financials  
[13] https://kabutan.jp/stock/?code=4417"
5803.T,フジクラ,プライム,6,0.9680782412917843,0.4217232376661033,0.6011881947106171,0.2270782760042138,True,True,False,True,年率5–10%の安定成長は未達; 経常成長の加速なし,"1. **2025年3月期通期決算では売上高9793.8億円（前年同期比22.5％増）、純利益911.2億円（同78.6％増）と大幅な増収増益を記録**[1]。

2. **2026年3月期の会社予想は売上高9960億円、純利益1030億円で増収増益を見込むが、アナリストのコンセンサスはさらに楽観的で売上高1兆998億円、純利益1307.9億円を予想**[2]。

3. **2026年3月期第1四半期（4-6月）の業績は、売上高2679億円（前年同期比22.7％増）、経常利益417億円（同60.1％増）と好調なスタートで、通期会社予想に対する経常利益進捗率は28.2％**[7][14]。"
1811.T,錢高組,スタンダード,5,0.022462896109105568,0.3320855049700602,2.121245828698554,0.2237056703963588,True,False,True,True,年率5–10%の安定成長は未達; 直近1年+20%未満; 直近2–3Qの連続クリア未達,"1. **2026年3月期第1四半期の売上高は前年同期比22.4%増の322.63億円と大幅に増加。建設事業の業績回復が顕著で、セグメント利益は400万円の損失から19.62億円の黒字へ改善した**[1][3]。

2. **営業利益は21.03億円（前年同期は5,300万円）、経常利益は211.8%増の28.06億円、四半期純利益は219.0%増の17.81億円と、利益面で大幅な増加を記録した**[1][3]。

3. **自己資本比率は49.9%に向上し、財務体質が改善。今期も建設事業を中心に堅調な業績が見込まれている**[1][3]。"
3692.T,ＦＦＲＩセキュリティ,グロース,5,0.6296296296296295,0.8875256386171941,-87.66666666666667,0.7034220532319392,False,True,False,True,年率5–10%の安定成長は未達; 直近Q: 経常+20% & 売上+10% 未達; 経常成長の加速なし,"1. **2026年3月期第1四半期決算は2億6,000万円の経常黒字**（前年同期は300万円の赤字）となり、FFRIセキュリティは大幅な業績改善を示した【[1]】【[3]】。

2. **2025年3月期は売上高30.39億円、純利益6.87億円で過去最高を記録**、業績成長が続いている【[1]】【[3]】。

3. **2026年3月期通期の業績見通しは売上高42.6億円・純利益7.15億円と増収増益を予想**しており、さらなる成長を見込む【[5]】。"
4187.T,大阪有機化学工業,プライム,5,0.22594789785916936,-0.1358588169233682,0.33827893175074186,0.12415377176015474,True,True,True,True,年率5–10%の安定成長は未達; 途中に大幅減益あり; 直近2年CAGR+20%未満,"1. **2025年11月期第3四半期累計の連結経常利益は48億4,400万円で、前年同期比57.9%増と大幅増益を達成**。主因として電子材料事業、特に半導体材料グループの好調が業績を牽引している点が挙げられます[5]。

2. **通期業績予想は売上高340億円（前期比4.0%増）、営業利益50億円（同8.5%増）、経常利益52億円（同9.4%増）と堅調な増収増益を見込む**。第3四半期時点の進捗率が高く、業績は予想を上振れる可能性も指摘されています[5][2][10]。

3. **資産面では、純資産が462億7,600万円（前期末比1億3,600万円増）と堅調に推移し、総資産・負債は減少基調。ROEも上昇傾向で資本効率の改善がみられます**[5][3]。"
5952.T,アマテイ,スタンダード,5,0.2247191011235956,0.2055427546683417,0.2641509433962264,0.01762114537444934,False,False,True,True,年率5–10%の安定成長は未達; 直近Q: 経常+20% & 売上+10% 未達; 直近2–3Qの連続クリア未達,"アマテイ（5952.T）の直近決算と見通しは以下の3点にまとめられます。

- 2025年3月期の決算は、売上高が55.8億円、営業利益2.39億円、経常利益2.18億円、純利益1.42億円となり、各利益項目ともに前期比で増益でした【[1]】【[3]】【[5]】。

- 2026年3月期の会社予想は、売上高57.0億円（+2.1%）、営業利益2.40億円（+0.4%）、経常利益2.20億円（+0.9%）、純利益1.45億円（+2.1%）とされており、ほぼ横ばいから微増の見通しです【[1]】【[3]】【[5]】。

- 2025年8月発表の2026年3月期第1四半期決算では、経常利益が6,700万円（前年同期比25.4%増）など、四半期ベースでも前年同期比で増益となっています【[7]】【[11]】。"
7068.T,フィードフォースグループ,グロース,5,0.30960548885077177,0.22354355195449083,0.5126582278481012,0.09099181073703366,False,False,True,True,年率5–10%の安定成長は未達; 直近Q: 経常+20% & 売上+10% 未達; 直近2–3Qの連続クリア未達,"1. **2026年5月期第1四半期（6-8月）の連結経常利益は前年同期比約40.6％増の4.78億円と大幅な増益で着地**［https://kabutan.jp/stock/news?code=7068&b=k202509250009］。

2. **通期見通しは売上高49.23億円（前期比12.6%増）、営業利益18.5億円（同16.2%増）、経常利益18.23億円（同19.4%増）と増収増益を予想**［https://finance.yahoo.co.jp/quote/7068.T/financials］。

3. **上期業績の好調を受けて通期連結経常利益の会社予想を従来18.2億円→20.2億円へ約11.1%上方修正、増益率見通しも19.4％増→32.7％増へ拡大**［https://kabutan.jp/news/?b=k202510170022］。"
1418.T,インターライフホールディングス,スタンダード,4,2.5714285714285716,1.223398935157332,-0.010282776349614395,-0.07423067888184168,False,False,False,True,年率5–10%の安定成長は未達; 直近Q: 経常+20% & 売上+10% 未達; 直近2–3Qの連続クリア未達; 経常成長の加速なし,"インターライフホールディングス（1418.T）の直近決算・見通しは以下の通りです。

- **2026年2月期第2四半期（中間期）決算では、売上高89.17億円（前年同期比9.3％増）、営業利益9.14億円（同104.0％増）、経常利益9.08億円（同101.2％増）、親会社株主に帰属する純利益6.55億円（同70.2％増）と大幅な増収増益を達成しています。主因は内装工事及び音響・照明設備事業の大型案件進捗と新規受注堅調によるものです。**[4]

- **通期業績予想は上方修正されており、最終利益は増益見通しとなっています。経常利益・営業利益ともに今期も増益基調となる見通しです。**[7]

- **財務面では純資産・自己資本比率ともに堅調であり、資本効率（ROE）も向上傾向にあります。これにより株主価値の向上やバリュエーション改善が期待される状況です。**[2]"
1850.T,南海辰村建設,スタンダード,4,0.46953846153846146,0.14420737906892978,0.7741935483870968,0.08259838786154576,False,False,True,True,年率5–10%の安定成長は未達; 直近2年CAGR+20%未満; 直近Q: 経常+20% & 売上+10% 未達; 直近2–3Qの連続クリア未達,"南海辰村建設（1850.T）の直近決算および見通しについて、以下の3点に要約します。

- 2025年3月期の実績は、売上高529億4,500万円、営業利益23億8,100万円、純利益17億1,400万円となり、前期比で増収増益を達成しました[2]。

- 2026年3月期の会社予想は、売上高485億円（前期比8.4%減）、営業利益22億3,000万円（同6.3%減）、純利益15億2,000万円（同11.4%減）と減収減益を見込んでいます[3]。

- 財務面では現金預金が前期末比8.2%増、短期借入金が同73.2%減と資金繰りが改善傾向にあり、1株あたり配当金は前期と同じ6円を予定しています[3]。"
