symbol,name_jp,market,score_0to7,annual_last1_yoy,annual_last2_cagr,q_last_pretax_yoy,q_last_revenue_yoy,q_last_ok_20_10,q_seq_ok,q_accelerating,q_improving_margin,notes,digest
1942.T,関電工,プライム,7,0.39509472894391306,0.32170714389206956,0.6521306432642722,0.2848196548298982,True,True,True,True,年率5–10%の安定成長は未達,"1. **2025年3月期の業績は売上高6,718億円・営業利益583億円・純利益423億円と大幅な増収・増益を達成し、前期比で売上・利益ともに約1.1～1.5倍となった**[1][3]。

2. **2026年3月期の会社予想は売上高7,030億円（前期比4.6%増）、営業利益630億円（同8.0%増）、純利益460億円（同8.5%増）と引き続き成長見通し**[1][3]。

3. **アナリスト評価は「やや強気」が優勢で、目標株価は4,800円に引き上げられており、株価収益率（PER）は17～20倍台の水準**[2]。"
1384.T,ホクリヨウ,スタンダード,6,-0.13601036269430056,0.20285271907012925,3.9185185185185185,0.3367533059735522,True,True,True,True,年率5–10%の安定成長は未達; 直近1年+20%未満,"ホクリヨウ（1384.T）の直近決算・見通しを3点にまとめます。

- **2026年3月期業績予想を上方修正し、売上高213.3億円（前期比10.0％増）、営業利益29.2億円（同51.6％増）、経常利益29.9億円（同49.4％増）を見込む一方、当期純利益は20.6億円（同5.6％減）で着地予想。**[7][15]

- **配当予想も維持し、1株当たり配当金は70円を予定（前期比横ばい）。**[5][15]

- **ROE（自己資本利益率）は上昇傾向で、資本効率や財務体質に改善が見られる。**[3]

各点とも、最新の業績修正・予想発表を根拠としています。"
1885.T,東亜建設工業,プライム,6,0.20703547805171385,0.7421038759862564,1.5704800817160367,0.21954641103577274,True,True,True,True,年率5–10%の安定成長は未達; 途中に大幅減益あり,"東亜建設工業（1885.T）の直近決算・見通しは以下の通りです。

- 2026年3月期の通期業績予想は、**売上高3,350億円（前年同期比1.4%増）**、**営業利益180億円（同12.7%減）**、**経常利益175億円（同12.8%減）**、**親会社株主に帰属する当期純利益125億円（同10.7%減）**と、減益見通しになっています【[3](https://finance.yahoo.co.jp/quote/1885.T/financials)】。

- **前期比で売上高が微増にとどまる一方、利益面は2桁減少の見通し**であり、案件採算やコスト増加などが影響していると考えられます【[3](https://finance.yahoo.co.jp/quote/1885.T/financials)】。

- **次回の決算発表は2025年11月11日予定**であり、今後の業績動向・見通しの修正などに注目が集まっています【[5](https://finance.yahoo.co.jp/quote/1885.T)】。"
5015.T,ビーピー・カストロール,スタンダード,6,0.20890410958904115,0.22496177476199453,0.5612244897959183,0.12721893491124261,True,True,True,True,年率5–10%の安定成長は未達; 途中に大幅減益あり,"1. **2025年12月期第2四半期（1-6月）の経常利益は前年同期比5.8%減の7.7億円となり、通期計画15.7億円に対する進捗率は49.6%で、過去5年の平均進捗53.7%を下回っています**［https://minkabu.jp/stock/5015/settlement］。

2. **2025年12月期通期の会社予想は、売上高153.36億円（前期比12.3％増）、営業利益14.88億円（同9.9％増）、経常利益15.7億円（同11.1％増）、当期純利益10.06億円（同11.2％増）と増収増益を見込んでいます**［https://finance.yahoo.co.jp/quote/5015.T/financials］。

3. **2024年12月期は経常利益1,412百万円（前期比20.9％増）と増益を達成し、直近決算でも事前予想を上回る水準で着地しています**［https://kabuyoho.jp/sp/reportNews?bcode=5015］。"
7318.T,セレンディップ・ホールディングス,グロース,6,0.23529411764705888,0.45538847721030895,1.8131313131313131,0.9452539550374688,True,False,True,True,年率5–10%の安定成長は未達; 直近2–3Qの連続クリア未達,"1. **2025年3月期の実績は好調で、売上高251.2億円（前年同期比約27%増）、営業利益7.3億円（約54%増）、純利益20.88億円（約303%増）と大幅な増益を記録しました**[1][3][5]。

2. **2026年3月期の会社予想では、売上高は400億円（前期比約59%増）、営業利益18億円（約145%増）、経常利益18.5億円（約152%増）と見込まれており、引き続き大幅な増収増益の見通しです**[3][5][8]。

3. **自己資本比率は2025年3月期で24.8%とやや低下していますが、総資産・純資産ともに増加し財務規模も拡大中です**[1][3]。"
1401.T,エムビーエス,グロース,4,0.27514231499051234,0.1982893790305562,0.18584070796460178,-0.08507089241034195,False,True,False,True,年率5–10%の安定成長は未達; 直近2年CAGR+20%未満; 直近Q: 経常+20% & 売上+10% 未達; 経常成長の加速なし,"エムビーエス（1401.T）の直近決算と今後の見通しの要約は以下の通りです。

- 2025年5月期の実績は売上高47.13億円（前年比8.2％増）、営業利益6.26億円（同26.5％増）、経常利益6.72億円（同27.5％増）、当期利益4.72億円（同17.1％増）と大幅な増収増益となりました［1］［3］［5］。

- 2026年5月期の会社予想は売上高52億円（前年比10.3％増）、営業利益7億円（同11.8％増）、経常利益7.39億円（同9.9％増）、当期利益5億円（同5.9％増）と、引き続き安定した増収増益基調が見込まれています［7］［3］［5］。

- 2025年5月期の経常利益は事前予想を上回る水準で着地しており、増益基調が市場予想よりも良好だったことが評価されています［3］。"
1418.T,インターライフホールディングス,スタンダード,4,2.5714285714285716,1.223398935157332,-0.010282776349614395,-0.07423067888184168,False,False,False,True,年率5–10%の安定成長は未達; 直近Q: 経常+20% & 売上+10% 未達; 直近2–3Qの連続クリア未達; 経常成長の加速なし,"インターライフホールディングス（1418.T）の直近決算・見通しは以下の通りです。

- 2026年2月期通期業績予想は、**売上高が前期比2.6%減の165億円、営業利益が25.6%増の11億円、経常利益が24.6%増の10.9億円、親会社株主に帰属する当期純利益は23.1%増の7.1億円を見込む**［3］。

- 直近の決算発表（2025年10月14日）では、**前期に万博関連案件寄与で好決算だったが、今期は減収減益予想に転じており、「万博特需一巡による売上減」とされています**［9］。

- 配当については、**4期連続の増配を発表しており、2026年2月期も増配見通しとなっています**［7］。"
1814.T,大末建設,プライム,4,1.3158551810237205,0.3832416277433317,0.4398563734290844,0.07853876689613587,False,True,False,True,年率5–10%の安定成長は未達; 途中に大幅減益あり; 直近Q: 経常+20% & 売上+10% 未達; 経常成長の加速なし,"1. **2025年3月期第1四半期の業績は増収増益**  
売上高は214.64億円（前年同期比7.9％増）、営業利益は7.92億円（同52.2％増）、経常利益は8.02億円（同53.4％増）と大幅な増益を記録した[3]。

2. **2026年3月期の業績予想を上方修正**  
2026年3月期の連結業績予想は、売上高を従来の964億円から1,010億円（前期比13.4％増）へと上方修正した[7]。

3. **次回決算発表は2025年11月6日予定**  
今後の見通しや直近情報の確認については、2025年11月6日の決算発表日に注目が集まる[5]。"
1815.T,鉄建建設,プライム,4,0.32835820895522394,0.7708052674805288,2.5035335689045937,0.007104432893751277,False,False,True,True,年率5–10%の安定成長は未達; 途中に大幅減益あり; 直近Q: 経常+20% & 売上+10% 未達; 直近2–3Qの連続クリア未達,"鉄建建設（1815.T）の直近決算および見通しは以下の3点にまとめられます。

- 2025年3月期の連結決算は【売上高1,851.1億円】【営業利益34.5億円】【経常利益30.2億円】【純利益34.3億円】となり、売上・営業利益は前年を上回りました［1］。
- 2026年3月期通期予想は、【売上高1,780億円と減収予想】ながら、【経常利益3,300百万円（前期比+9.1%）】【純利益3,600百万円（前期比+5.0%）】と利益は増加見込みです［5］。
- 2026年3月期第1四半期は【売上高443.7億円（微増）】【営業利益17.12億円（前年同期比+536.2%）】【経常利益19.83億円（前年同期比+250.4%）】と大幅に利益が改善しました。不動産事業・土木工事の利益率向上が主因です［2］。"
1893.T,五洋建設,プライム,4,-0.30792402924212925,2.6488054098194813,0.3663581927054981,0.12822888389299575,True,False,True,True,年率5–10%の安定成長は未達; 途中に大幅減益あり; 直近1年+20%未満; 直近2–3Qの連続クリア未達,"五洋建設（1893.T）の直近決算および見通しは、以下の3点にまとめられます。

- **2025年3月期の業績**は、売上高が7,274億円（前年比約18％増）、営業利益が216億円から395億円に大幅増益、経常利益も188億円から360億円へと増加しています[1][3][7]。

- **2026年3月期（今期）の会社予想**では、売上高は7,270億円と前期比ほぼ横ばいである一方、営業利益395億円（同82％増）、経常利益は360億円（同91％増）、純利益は2倍の250億円と、大幅な利益増を見込んでいます[3][7][1]。

- **株主還元については、**1株配当が前期24円から今期は34円に増配予定であり、6期ぶりの最高益達成と合わせて株主還元姿勢が強化されています[3][13]。

[1] https://minkabu.jp/stock/1893/settlement  
[3] https://kabutan.jp/stock/finance?code=1893  
[7] https://finance.yahoo.co.jp/quote/1893.T/financials  
[13] https://kabutan.jp/stock/news?code=1893&nmode=2"
