symbol,name_jp,market,score_0to7,annual_last1_yoy,annual_last2_cagr,q_last_pretax_yoy,q_last_revenue_yoy,q_last_ok_20_10,q_seq_ok,q_accelerating,q_improving_margin,notes,digest
1736.T,オーテック,スタンダード,7,0.9429360331339163,0.4393188880957022,3.4100719424460433,0.1441425546930134,True,True,True,True,年率5–10%の安定成長は未達,"1. 2025年3月期決算は、**売上高314億2400万円（前年比7.0%増）、営業利益40億2500万円（同98.6%増）、純利益28億7400万円（同107.2%増）と大幅な増収増益**を達成しました【1】。

2. **2026年3月期の会社予想は、売上高310億円、営業利益33億円、純利益22億5000万円と、減益見通し**となっています【1】。

3. 業績好調の主な要因は、**環境システム事業の受注増や既設工事の完成増加が寄与**したことです。今後は一部大型受注の反動減や工場売却の影響でキャッシュフローや利益の減少が見込まれます【3】【5】。"
1948.T,弘電社,スタンダード,7,1.4527863777089784,0.9240849263320778,0.33523537803138376,0.1814976146027795,True,True,True,True,年率5–10%の安定成長は未達,"1. **直近決算では、2024年3月期の営業利益が68.9%増の約47億円となり、大幅な増益を達成**。売上高も前期比22.9%増の約621億円、純利益も72.3%増の約34億円と、収益性の向上が際立った[5]。

2. **2025年3月期の会社予想は、微増収ながら利益については減益を見込んでいる**。売上高は前年比3.4%増の約643億円、営業利益は12.9%減の約41億円、純利益も20.2%減の約27億円という慎重な見通しを公表[5]。

3. **決算発表予定日は2025年10月31日で、掲示板等でも保守的な今期業績予想に対して市場の注目が集まっている**[5][7]。"
3153.T,八洲電機,プライム,7,0.3368997263000746,0.35440558029356617,2.4926686217008798,0.2019457084575553,True,True,True,True,年率5–10%の安定成長は未達,"- 2026年3月期第2四半期決算は、**売上高287億1,500万円（前年同期比22.6％増）、営業利益18億5,800万円（同189.7％増）と大幅な増収増益**を記録しました。プラント事業・公共設備事業が特に好調でした【[1](https://finance.yahoo.co.jp/quote/3153.T/financials)】【[3](https://finance.yahoo.co.jp/quote/3153.T/financials?styl=summary)】。

- **2026年3月期の業績予想は、売上高を740億円（前期比12.0％増）、営業利益を50億円**とし、前回予想（売上高680億円、営業利益40億円）から上方修正しています【[7](https://minkabu.jp/news/4363362)】。

- **配当予想は1株当たり40円（前期比4円増）を予定しており、自己資本比率は57.9％に改善しています**【[3](https://finance.yahoo.co.jp/quote/3153.T/financials?styl=summary)】。"
1384.T,ホクリヨウ,スタンダード,6,-0.13601036269430056,0.20285271907012925,3.9185185185185185,0.3367533059735522,True,True,True,True,年率5–10%の安定成長は未達; 直近1年+20%未満,"1. **2025年3月期通期決算は増収減益（純利益は前年同期比+31.7％で過去最高）**  
売上高は193.97億円（前年同期+2.6％）、営業利益19.25億円（-14.2％）、経常利益20.01億円（-13.6％）、純利益21.81億円（+31.7％）、1株益257.93円となり、純利益・1株益は大幅増加。一方で営業・経常利益は減益だが、増収基調が継続【角括弧】[1][3][5]。

2. **2026年3月期（今期）は2ケタ増収増益予想、ただし純利益は減少見込み**  
会社側予想では売上高213.3億円（前期比+10.0％）、営業利益29.2億円（+51.7％）、経常利益29.9億円（+49.4％）と大幅増益を見込む一方、純利益は20.6億円（-5.5％）、1株益243.5円（-5.6％）と若干減少を予想【角括弧】[5]。

3. **2026年3月期第1四半期は鶏卵市況高騰で業績絶好調**  
2026年3月期第1四半期（4-6月）は売上高58.63億円（前年同期比+33.7％）、経常利益13.28億円（前年同期比4.9倍）と大幅な増収増益。鶏卵相場の上昇が主因【角括弧】[1][7][13]。"
1777.T,川崎設備工業,名証Ｍ,6,1.0184638109305761,0.5952093083448853,1.2311015118790496,0.4033390544546731,True,True,False,True,年率5–10%の安定成長は未達; 経常成長の加速なし,"1777.T（川崎設備工業）の直近決算および見通しについて、以下の3点にまとめます。

- **2025年3月期決算は増収増益**  
2025年3月期の売上高は46,182百万円（前期比約24%増）、営業利益は1,821百万円（前期比約115%増）と、前期から大幅な増収増益となりました[3]。

- **利益率・資本効率の改善が継続**  
営業利益・純利益ともに力強い伸びを見せており、ROEも上昇傾向で資本効率が改善しています。企業は安定成長が期待できる状況にあります[3]。

- **2026年3月期も安定成長見通し**  
直近決算の増益転換を受け、今後も増益を牽引する事業・施策が注目されており、安定した業績成長が見込まれています[3]。"
1942.T,関電工,プライム,6,0.39509472894391306,0.32170714389206956,0.3708833079318799,0.10891459119815551,True,True,False,True,年率5–10%の安定成長は未達; 経常成長の加速なし,"関電工（1942.T）の直近決算と見通しについて、主要ポイントを以下3点に要約します。

- **2026年3月期第2四半期（中間期）では、売上高3,406億3,800万円（前年同期比18.8%増）、営業利益379億円（同49.1%増）、純利益264億500万円（同53.0%増）と大幅な増収増益を達成しました。特に利益面の伸びが顕著です。**[3]

- **財務基盤が強化されており、自己資本比率は65.7%（前期比4.7ポイント増）へ上昇、純資産も6.5%増加しています。流動資産は減少したものの、固定資産は投資有価証券の増加等で6.5%増加しました。**[3]

- **直近数期の通期業績推移は、2023年～2025年3月期で売上・各利益項目ともに連続増加傾向を維持。今期も増収増益基調が継続すると予想されています。また、ROE（株主資本利益率）も上昇傾向で、資本効率やPBR等バリュエーションの改善が期待されています。**[1]"
3842.T,ネクストジェン,スタンダード,6,0.4450867052023122,2.296902366978935,15.375,0.20899470899470898,True,True,True,True,年率5–10%の安定成長は未達; 途中に大幅減益あり,"3842.T（ネクストジェン）の直近決算と見通しについて、要点を3つ日本語でまとめ、各点に出典URLを付記します。

1. **2025年3月期通期決算は、売上高36.2億円（前年比+9,800万円）、営業利益2.62億円（前年同期比+8,000万円）と、営業利益が過去最高益（前年同期比145％）を達成しました。** 主因はサブスクリプション型ビジネスの安定成長と、重要顧客向けワンタイム型ビジネスの増加です。[1]  

2. **EBITDA（利払前・税引前・償却前利益）は5.42億円と前年同期比107％となり、安定的なキャッシュ創出モデルが確立しています。** 営業キャッシュフローも大幅増加、フリーキャッシュフローは5倍へ拡大しました。[1]  

3. **見通しとしては、PBXやクラウドサービスのID数が順調に拡大中で、市場のクラウド化進行による成長継続が予想されています。** 特にボイスコミュニケーションのクラウドサービスID数は半年で25％増加し、引き続きサブスクリプション型収益の伸長が期待されています。[5]"
1768.T,ソネック,スタンダード,5,1.324921135646688,-0.14279779913924717,8.566666666666666,0.6410256410256411,True,True,True,True,年率5–10%の安定成長は未達; 途中に大幅減益あり; 直近2年CAGR+20%未満,"株式会社ソネック（1768.T）の直近決算・見通しの要点は以下の通りです。

- **2026年3月期第1四半期は建設事業の好調により売上高が前年同期比64.1％増の45億4,400万円、営業利益2.58億円と大幅な増収増益**[3]。
  [https://finance.yahoo.co.jp/quote/1768.T/financials]

- **決算発表スケジュールによると、次回の決算発表日は2025年11月7日が予定されている**[5]。
  [https://finance.yahoo.co.jp/quote/1768.T]

- **主力の建設事業が引き続き堅調であり、今後も業績拡大が期待されている**[3][5]。
  [https://finance.yahoo.co.jp/quote/1768.T/financials]
  [https://finance.yahoo.co.jp/quote/1768.T]

各項目に角括弧で出典URLを記載しました。"
1811.T,錢高組,スタンダード,5,0.022462896109105568,0.3320855049700602,2.121245828698554,0.2237056703963588,True,False,True,True,年率5–10%の安定成長は未達; 直近1年+20%未満; 直近2–3Qの連続クリア未達,"- **2026年3月期第1四半期（2025年4-6月）は、売上高が前年同期比22.4%増の322.63億円となり、営業利益も21.03億円と大幅な増益（前年同期は5,300万円）となった**[5]。
- **経常利益は前年同期比で3.1倍となる28億円に急拡大し、業績の勢いが顕著に現れている**[1]。
- **直近の株価は7,930円から8,200円前後で推移しており、企業の通期計画（経常利益32.3億円予想）も達成に向けて順調なスパイラルが描かれている**[1]。"
1949.T,住友電設,プライム,5,0.40082950673974227,0.1463069965952577,0.5174378846592205,0.11873990306946688,True,False,True,True,年率5–10%の安定成長は未達; 直近2年CAGR+20%未満; 直近2–3Qの連続クリア未達,"住友電設（1949.T）の直近決算および見通しについて、主なポイントを以下3点に要約します。

- 2026年3月期中間決算は**売上高990億1,100万円（前年同期比9.3％増）、営業利益85億6,200万円（同38.9％増）と大幅な増収増益**でした。大型工事の進捗と工事採算の改善が寄与しています【[1]】【[3]】。

- 財務面では**自己資本比率61.8％と高水準で、資産・負債構成も安定**しています。工事代金回収や支払サイト短縮による資金効率化も進み、全体的な財務健全性が向上しています【[1]】【[3]】。

- 事業環境の見通しとしては**売上高・利益ともに増加基調が続き、通期予想も上方修正**されています。一方で、大和ハウス工業による公開買付け（TOB）の動向が今後の経営に影響を与える可能性があります【[3]】。"
