symbol,name_jp,market,score_0to7,official_score,official_applicable,official_rule1_new_high,official_rule3_growth,official_rule3_no_decline,official_rule4_recent20,official_rule5_sales,official_rule6_profit,official_rule7_resilience,official_rule8_per,nh_stable_growth,nh_no_big_drop,nh_last1_20,nh_last2_20,annual_last1_yoy,annual_last2_cagr,q_last_pretax_yoy,q_last_revenue_yoy,q_last_ok_20_10,q_seq_ok,q_accelerating,q_improving_margin,notes,per,digest
1736.T,オーテック,スタンダード,7,8,8,True,True,True,True,True,True,True,True,False,True,True,True,0.9429360331339163,0.4393188880957022,3.4100719424460433,0.1441425546930134,True,True,True,True,年率5–10%の安定成長は未達,13.6,"1. **2025年3月期第1四半期は大幅な増収増益**：売上高は前年同期比14.4％増の64億8,500万円、営業利益は同851.9％増の5億2,200万円、四半期純利益も同698.1％増の3億8,700万円と、環境システム事業の施工高増加が主因で大幅改善【[3](https://finance.yahoo.co.jp/quote/1736.T/financials)】。

2. **財務安定性・成長性も高水準を維持**：自己資本比率は一般的な基準を大きく上回り安定、ROE・ROAなど収益性も良好、売上・EPSとも前年同期比で増加し、業績改善傾向が続いている【[1](https://finance.yahoo.co.jp/quote/1736.T)】。

3. **2025年度通期予想は従来予想比大幅上方修正**：2025年3月期通期の営業利益は従来予想比149.0％増の大幅上方修正となっている【[7](https://shikiho.toyokeizai.net/news/0/874320)】。"
1948.T,弘電社,スタンダード,7,7,8,True,True,True,True,True,True,False,True,False,True,True,True,1.4527863777089784,0.9240849263320778,0.33523537803138376,0.1814976146027795,True,True,True,True,年率5–10%の安定成長は未達; 揺るぎない成長要件未満,11.8,"1. **2024年3月期通期決算は大幅な増益**  
弘電社（1948.T）の2024年3月期本決算では、売上高は前年同期比9.2%増の453億5000万円、営業利益は8.7%増の19億3600万円、経常利益は8.1%増の20億円、当期純利益は8.9%増の10億円に上方修正されました【3】。

2. **次回決算発表は2025年10月31日予定**  
公式IR情報によると、弘電社の次回決算発表は2025年10月31日が予定されています【5】。

3. **今後の業績見通しも堅調**  
最新の業績予想では、過去の進捗や増収傾向を受けて経常益・純利益とも上方修正されており、堅調な業績推移が続く見込みです【3】。"
3153.T,八洲電機,プライム,7,8,8,True,True,True,True,True,True,True,True,False,True,True,True,0.3368997263000746,0.35440558029356617,2.4926686217008798,0.2019457084575553,True,True,True,True,年率5–10%の安定成長は未達,12.0,"1. **2025年3月期（直近決算）は増収・増益を達成**  
売上高660.7億円、営業利益52.5億円、純利益40.1億円と、全て前期比で増加しています[1]。

2. **2026年3月期見通しは更なる上方修正、好調な事業が牽引**  
売上高予想は740億円（前期比12.0%増）、営業利益66億円（同25.6%増）、純利益46億円（同14.7%増）に上方修正されました。プラント・社会インフラ・交通事業の新規案件増加が業績を押し上げています[4]。

3. **自己資本比率と利益率が大きく改善**  
2025年3月期の自己資本比率は47.7%から2026年見通しで57.9%に改善し、ROE（株主資本利益率）は13.86%と過去数年で最高水準まで上昇しています[2]。"
1384.T,ホクリヨウ,スタンダード,6,5,8,True,True,False,False,True,True,False,True,False,True,False,True,-0.13601036269430056,0.20285271907012925,3.9185185185185185,0.3367533059735522,True,True,True,True,年率5–10%の安定成長は未達; 直近1年+20%未満; 過去に減益あり; 揺るぎない成長要件未満,11.4,"- 2026年3月期第1四半期の決算は、鶏卵相場の上昇により前年同四半期比33.7％増の売上高58.63億円、営業利益・経常利益とも大幅な増益を達成しました【7】。

- 通期予想（2026年3月期）は、売上高2,133億円（前期比+10.0%）、営業利益29.2億円（+51.7%）、経常利益29.9億円（+49.4%）と大幅な増収増益見込みですが、純利益は前期比5.5%減の20.6億円と予想されています【5】。

- 自己資本比率やROEは上昇しており、財務体質の強化と資本効率の改善が進んでいます。バリュエーション面でもPBR中心に評価の改善が期待されています【3】。"
1777.T,川崎設備工業,名証Ｍ,6,6,8,True,True,False,True,True,True,False,True,False,True,True,True,1.0184638109305761,0.5952093083448853,1.2311015118790496,0.4033390544546731,True,True,False,True,年率5–10%の安定成長は未達; 経常成長の加速なし; 過去に減益あり; 揺るぎない成長要件未満,10.0,"1. 2025年3月期の決算では、**売上高は461億8,200万円（前年同期比23.7%増）、営業利益は18億2,100万円（同115.2%増）、当期純利益は8億円（同2.8%増）と増収・大幅増益を達成**しました。[3]

2. 業績回復の背景には、**売上増加による増益効果が大きく、ROE（自己資本利益率）も上昇傾向で、資本効率の改善が示されています**。[3]

3. 今後も**安定成長が期待されており、利益の成長継続やバリュエーション改善が注目されています**。[3]"
1942.T,関電工,プライム,6,7,8,True,True,True,True,True,True,False,True,False,True,True,True,0.39509472894391306,0.32170714389206956,0.3708833079318799,0.10891459119815551,True,True,False,True,年率5–10%の安定成長は未達; 経常成長の加速なし; 揺るぎない成長要件未満,21.0,"関電工（1942.T）の直近決算・見通しについて、主要ポイントを3点でまとめます。

- 2026年3月期第2四半期（中間期）は**売上高3,406億3,800万円（前年同期比18.8%増）・営業利益379億円（同49.1%増）・純利益264億500万円（同53.0%増）と大幅な増収増益**を記録。利益成長が特に顕著です。[3]

- **財務基盤も盤石で、自己資本比率は65.7%（前年同期から4.7ポイント増）と大幅に改善し、負債も14.3%減少**しています。[3]

- **2026年3月期通期も増収・増益基調の見通しで、アナリスト予想やレーティングも「やや強気」傾向が継続**しており、目標株価は4,800円、足元株価はやや割高水準とされています。[2]

各点のデータや見通しは直近の公式決算や主要金融情報ポータルサイトに基づき要約しています。"
3842.T,ネクストジェン,スタンダード,6,6,8,True,True,False,True,True,True,False,True,False,False,True,True,0.4450867052023122,2.296902366978935,15.375,0.20899470899470898,True,True,True,True,年率5–10%の安定成長は未達; 途中に大幅減益あり; 過去に減益あり; 揺るぎない成長要件未満,17.5,"# ネクストジェン（3842）の直近決算・見通し

## 1. 2025年3月期通期決算で過去最高益を達成

2025年3月期の通期決算では、売上高3,620百万円、営業利益262百万円（前期比+80百万円）、当期純利益204百万円を記録し、営業利益が前年同期比145％で過去最高益を達成しました[1]。フリーキャッシュフローは前期比で5倍の大幅な増加となり、キャッシュを安定的に生み出すビジネスモデルが確立されつつあります[1]。

## 2. サブスク型ビジネスの成長とワンタイム型ビジネスの拡大

2025年3月期の業績向上は、サブスク型ビジネスの安定的な成長と、重要顧客へのコンサルティング・システム構築によるワンタイム型ビジネスの増加が主な要因となっています[1]。特にボイスコミュニケーションのクラウド化で市場が成長し、クラウドサービス全体で50,000IDを突破、半年ごとに25％の高成長率を記録しています[3]。

## 3. 次期決算発表予定と継続的な成長期待

次回の決算発表は2025年11月7日が予定されており、第1四半期では売上高9.15億円（前年同四半期比20.9％増）、営業利益1.32億円と継続的な成長を示しています[7][5]。法人・官公庁向けのクラウドPBXや業務支援型ソリューションが堅調に推移しており、主力製品およびサービスの採用拡大が続いています[5]。"
1768.T,ソネック,スタンダード,5,5,8,True,True,False,False,True,True,False,True,False,False,True,False,1.324921135646688,-0.14279779913924717,8.566666666666666,0.6410256410256411,True,True,True,True,年率5–10%の安定成長は未達; 途中に大幅減益あり; 直近2年CAGR+20%未満; 過去に減益あり; 揺るぎない成長要件未満,9.3,"株式会社ソネック（1768.T）の直近決算および見通しについて、主なポイントを以下の3点で要約します。

- 建設事業の好調により、**2026年3月期第1四半期の売上高が前年同期比64.1%増の45億4,400万円となり、営業利益も2.58億円と大幅な増収増益**[3]。
- **2025年11月7日に次回決算発表予定**。直近の業績推移や変動要因の詳細は当日公開予定[5]。
- 2025年3月期の実績は、**売上高151億9,700万円、営業利益14億3,800万円**と収益性向上が確認でき、安定したキャッシュフローと財務基盤を維持している[11]。

【出典URL】
[1] https://finance.yahoo.co.jp/quote/1768.T/financials  
[2] https://finance.yahoo.co.jp/quote/1768.T  
[3] https://finance.yahoo.co.jp/quote/1768.T/performance"
1811.T,錢高組,スタンダード,5,3,8,True,True,False,False,False,False,False,True,False,True,False,True,0.022462896109105568,0.3320855049700602,2.121245828698554,0.2237056703963588,True,False,True,True,年率5–10%の安定成長は未達; 直近1年+20%未満; 直近2–3Qの連続クリア未達; 過去に減益あり; 売上YoY+10%不足; 経常YoY+20%不足; 揺るぎない成長要件未満,35.5,"錢高組（1811.T）の直近決算および見通しは以下の3点にまとめられます。

- 2025年3月期通期決算では**売上高1206億6千万円、営業利益37億12百万円、経常利益50億98百万円、純利益35億4百万円と、純利益が前年同期（27億37百万円）から増加**しています［1］［5］。
- **2024年度から2025年度にかけて、売上高は微減したものの、営業利益・経常利益・純利益はいずれも増益となり、1株益も382.28円から489.39円に増加**しています［1］［5］。
- **直近四半期（2026年3月期第1四半期、2025年8月発表）でも引き続き収益性は底堅く、過去12四半期は全体的に改善傾向（自己資本比率も底堅い）との基調**が見られます［9］。

［1］https://finance.matsui.co.jp/stock/1811/settlement/index  
［5］https://kabutan.jp/stock/finance?code=1811  
［9］https://finance.yahoo.co.jp/quote/1811.T/financials"
1949.T,住友電設,プライム,5,4,8,True,True,False,False,False,True,False,True,False,True,True,False,0.40082950673974227,0.1463069965952577,0.5174378846592205,0.11873990306946688,True,False,True,True,年率5–10%の安定成長は未達; 直近2年CAGR+20%未満; 直近2–3Qの連続クリア未達; 過去に減益あり; 売上YoY+10%不足; 揺るぎない成長要件未満,22.8,"住友電設（1949.T）の直近決算・見通しは、以下の3点にまとめられます。

- 2026年3月期中間決算は**売上高990億円、営業利益85億円（いずれも前年同期比約9～39％増）と大幅な増収増益**を記録。大型手持工事の進捗と工事採算の改善が寄与しています［1］。

- **2026年3月期通期の会社予想は売上高2,100億円、営業利益180億円、純利益130億円と引き続き増収増益を見込む**。営業利益率も8％台と高水準を維持予定です［3］。

- **自己資本比率が61.8％（前年57.6％）に上昇し、財務の安定性も大きく改善**。収益性・成長性・安定性ともに良好な水準を実現しています［5］。"
