symbol,name_jp,market,score_0to7,annual_last1_yoy,annual_last2_cagr,q_last_pretax_yoy,q_last_revenue_yoy,q_last_ok_20_10,q_seq_ok,q_accelerating,q_improving_margin,notes,digest
1965.T,テクノ菱和,スタンダード,7,0.5586758707248196,0.6712522429605854,1.8430034129692834,0.2653855659911023,True,True,True,True,年率5–10%の安定成長は未達,"1. **2026年3月期予想：売上高・利益とも増加見通し**  
テクノ菱和（1965.T）の2026年3月期通期連結業績予想は、売上高900億円（前期比6.9％増）、営業利益101億円（同4.9％増）、経常利益104億円（同4.7％増）、親会社株主に帰属する当期純利益67億円（同4.5％増）と、全項目で前年同期比プラスの見通しです【7】。

2. **直近決算発表予定日：2025年11月7日**  
次回の決算発表は2025年11月7日に予定されており、発表内容次第で株価や投資判断材料となる可能性があります【5】。

3. **事業環境：安定した利益成長基調が見込まれる**  
前期も安定した収益性を維持し、今期も同様の成長が期待されています。インフラ関連事業の堅調・受注環境の良好さが背景にあり、会社側は引き続き増益基調を見込んでいます【7】。"
1384.T,ホクリヨウ,スタンダード,6,-0.13601036269430056,0.20285271907012925,3.9185185185185185,0.3367533059735522,True,True,True,True,年率5–10%の安定成長は未達; 直近1年+20%未満,"ホクリヨウ（1384.T）の直近決算と見通しについて、以下の3点に要約します。

1. **2025年3月期決算実績**: 売上高193.97億円（前期比2.6%増）、営業利益19.25億円（同14.3%減）、経常利益20.01億円（同13.6%減）、純利益21.81億円（同31.7%増）となり、事前予想を上回る水準で着地しました[https://kabuyoho.ifis.co.jp/index.php?id=100&action=tp1&sa=report&bcode=1384]。

2. **2026年3月期業績予想**: 売上高213.3億円（前期比10.0%増）、営業利益29.2億円（同51.7%増）、経常利益29.9億円（同49.4%増）、当期純利益20.6億円（同5.5%減）を見込んでおり、2025年8月13日に上方修正が発表されました[https://kabutan.jp/stock/finance?code=1384]。

3. **財務状況と資本効率**: 2025年3月期時点で総資産192.16億円、純資産141.53億円、自己資本比率73.7%と健全な財務基盤を維持しており、ROEは上昇傾向にあることから資本効率が改善しています[https://minkabu.jp/stock/1384/settlement]。"
1885.T,東亜建設工業,プライム,6,0.20703547805171385,0.7421038759862564,1.5704800817160367,0.21954641103577274,True,True,True,True,年率5–10%の安定成長は未達; 途中に大幅減益あり,"東亜建設工業（1885）の直近決算と見通しについて、以下の3点に要約します。

**2025年3月期の決算発表**
2025年3月期の決算説明会が実施され、同期の業績が確定しました[7]。具体的な数値として、2025年3月期通期単体決算では当期純利益が129億円となる見通しが示されています[9]。

**2026年3月期の業績予想**
2026年3月期通期の連結業績予想では、売上高3,350億円（前期比1.4%増）、営業利益180億円（同12.7%減）、経常利益175億円（同12.8%減）、親会社株主に帰属する当期純利益は前期比減益となる見通しです[3]。売上高は増加する一方で、利益面では減益が予想されています。

**次回決算発表予定**
次回の決算発表日は2025年11月11日に予定されています[5]。この発表で2026年3月期の上半期業績や通期見通しの修正有無が明らかになる見込みです。"
7318.T,セレンディップ・ホールディングス,グロース,6,0.23529411764705888,0.45538847721030895,1.8131313131313131,0.9452539550374688,True,False,True,True,年率5–10%の安定成長は未達; 直近2–3Qの連続クリア未達,"セレンディップ・ホールディングス（7318）の直近決算と見通しについて、以下3点に要約します。

1. **2025年3月期の実績は大幅増収増益**：売上高251.2億円（前期比27.0%増）、営業利益7.3億円（同53.9%増）、経常利益7.3億円（同23.5%増）を達成し、特に純利益は20.8億円（同303.1%増）と大幅に増加しました[https://kabuyoho.jp/sp/report?bcode=7318]。

2. **2026年3月期第1四半期は好調なスタート**：2025年8月8日に発表された第1四半期（4-6月）の連結経常利益は前年同期比2.8倍の5.5億円に急拡大し、通期計画に対して順調な進捗を示しています[https://finance.matsui.co.jp/stock/7318/settlement/index]。

3. **2026年3月期の通期予想は大幅な増収増益**：売上高400億円（前期比59.2%増）、営業利益18億円（同145.2%増）、経常利益18.5億円（同151.7%増）、純利益11億円（同47.3%減）を見込んでおり、次回の中間決算発表は2025年11月11日の予定です[https://kabuyoho.jp/sp/report?bcode=7318][https://kabutan.jp/stock/finance?code=7318]。"
1719.T,安藤・間,プライム,5,0.8362361822593691,0.31783500730825476,0.3136563876651982,0.11688528898764725,True,True,False,True,年率5–10%の安定成長は未達; 途中に大幅減益あり; 経常成長の加速なし,"日本株「1719.T」（安藤ハザマ）の直近決算と見通しを以下に3点にまとめます。

1. **売上高と増収**: 2025年3月期の売上高は4251.6億円で、前期比7.9%増加しました。また、2026年3月期の売上高は4410億円と予想されています[1][3][7]。

2. **売上高は増加するが、利益は減少**: 2026年3月期の営業利益は271億円と予想されており、前期比で減少します。同様に、経常利益も減少する見込みです[1][3][7]。

3. **次回の決算発表日**: 次回の中間決算は2025年11月7日に予定されています[5][9]。"
1768.T,ソネック,スタンダード,5,1.324921135646688,-0.14279779913924717,8.566666666666666,0.6410256410256411,True,True,True,True,年率5–10%の安定成長は未達; 途中に大幅減益あり; 直近2年CAGR+20%未満,"1. 直近の決算では、**営業利益は2億5,800万円、経常利益は2億8,700万円、純利益は1億9,700万円**で、いずれも前年同期比で大幅増加となっています[3]。

2. 次回の決算発表日は**2025年11月7日**の予定です[5]。

3. 業績は堅調に推移しており、前年同期比で増益となったことから、**今後も安定的な成長継続が期待されています**[3]。"
1811.T,錢高組,スタンダード,5,0.022462896109105568,0.3320855049700602,2.121245828698554,0.2237056703963588,True,False,True,True,年率5–10%の安定成長は未達; 直近1年+20%未満; 直近2–3Qの連続クリア未達,"銭高組（1811.T）の直近決算・見通しは以下の3点にまとめられます。

- 2026年3月期の通期業績予想は、**売上高1,251億円（前期比3.7%増）**、**経常利益32.3億円（同36.6%減）**、**営業利益18.8億円（同49.4%減）**と、売上高は増収も利益面は大幅減益見通しです【https://finance.yahoo.co.jp/quote/1811.T/financials】。

- 2025年3月期の通期実績は、**売上高1,206億円・経常利益50.98億円・純利益35.04億円**となり、純利益が前年同期比で増加しています【https://finance.matsui.co.jp/stock/1811/settlement/index】。

- 2026年3月期の会社見通しでは、**受注環境は堅調なものの、原材料費や人件費の高騰が利益圧迫要因となる見込み**です【https://kabutan.jp/stock/news?code=1811&nmode=2&date=20251000】。"
1860.T,戸田建設,プライム,5,0.14146686025978106,0.2360466555227272,1.5238289205702649,0.17489354850252264,True,True,True,True,年率5–10%の安定成長は未達; 途中に大幅減益あり; 直近1年+20%未満,"**戸田建設（1860.T）の直近決算・見通し要約**

- **2026年3月期第2四半期（2025年4-6月決算）は黒字転換**  
　前年同期の営業赤字1億円から、2025年4-6月期は40.5億円の営業黒字に改善しました。これは受注環境の改善やコスト抑制が奏功した結果です[15]。
- **2026年3月期通期では売上高増加・利益減予想**  
　2026年3月期連結業績予想は、売上高が前期比9.1％増の6,400億円を見込む一方、営業利益は9.9％減の240億円、経常利益も9.9％減の262億円と減益が見込まれています[3]。
- **2025年3月期実績では売上高、利益ともに前年増**  
　2025年3月期は、売上高が5,866億6,100万円（営業利益768億円、経常利益290億円）となり、前年を上回りました[5]。

[3] finance.yahoo.co.jp/quote/1860.T/financials  
[5] finance.yahoo.co.jp/quote/1860.T/performance  
[15] kabutan.jp/news/?b=k202508080019"
1418.T,インターライフホールディングス,スタンダード,4,2.5714285714285716,1.223398935157332,-0.010282776349614395,-0.07423067888184168,False,False,False,True,年率5–10%の安定成長は未達; 直近Q: 経常+20% & 売上+10% 未達; 直近2–3Qの連続クリア未達; 経常成長の加速なし,"インターライフホールディングス（1418.T）の直近決算と見通しについて、以下の3点に要約します。

**2026年2月期第1四半期の好調な業績**
2025年5月期第1四半期（3-5月期）の連結経常利益は前年同期比34.4％増の5.2億円となり、売上高4,976百万円、営業利益532百万円、純利益414百万円と全ての項目で増益を達成しました[1]。1株当たり利益は26.62円で、前年同期の20.24円から大幅に改善しています[1]。

**2025年2月期通期の大幅な増収増益**
2025年2月期通期（2025年4月14日発表）では、売上高16,940百万円（前期比34.2％増）、営業利益875百万円（前期比224.1％増）、経常利益875百万円（前期比257.1％増）、純利益705百万円（前期比83.6％増）と大幅な増収増益を記録しました[1]。1株当たり利益は45.43円に達しています[3]。

**2026年2月期通期の保守的な見通し**
2026年2月期の通期連結業績予想では、売上高165億円（前期比2.6％減）とやや減収を見込む一方、営業利益11億円（前期比25.6％増）、経常利益10.9億円（前期比24.6％増）と利益面では増益を予想しており、収益性の改善が期待されています[5]。"
1718.T,美樹工業,スタンダード,4,-0.13157894736842102,-0.011068880720661367,1.0121457489878543,0.5880227872724746,True,True,False,True,年率5–10%の安定成長は未達; 直近1年+20%未満; 直近2年CAGR+20%未満; 経常成長の加速なし,"美樹工業（1718.T）の直近決算・見通しについて、以下の3点に要約します。

- 2025年12月期第3四半期（1-9月）の決算では、売上高が前年同期比34.7%増の273.65億円、営業利益が同100.0%増の20.71億円と大幅な増収増益となりました。主な要因はM&Aによる事業拡大と大型案件工事の進捗です【7】。

- 連結経常利益は前年同期比96.2%増の20.4億円となり、通期計画をすでに上回っています【3】。

- 見通しとしてはM&Aで加わった新規連結子会社の寄与や大型物件工事の進行により成長継続が期待されており、売上高も前年同期比21.4%増の159.36億円（中間決算）、引き続き増収増益基調が続く見通しです【5】。"
1867.T,植木組,スタンダード,4,0.11152976639035428,0.1760223629754969,0.8048780487804879,0.23266917638417042,True,False,True,True,年率5–10%の安定成長は未達; 直近1年+20%未満; 直近2年CAGR+20%未満; 直近2–3Qの連続クリア未達,"1867.T（植木組）の直近決算・業績見通しについて、以下の3点に要約します。

- 2026年3月期の通期連結業績予想は、**売上高600億円（前期比18.3%増）と増収見込み**である一方、**営業利益24億7,000万円（同13.5%減）、経常利益25億2,000万円（同14.6%減）と減益予想**です[7]。

- **親会社株主に帰属する当期純利益も減益予想**となっています（具体額は記載ありませんが、経常利益・営業利益と同じく減少傾向）[7]。

- **次回の決算発表日は2025年11月7日予定**であり、第1四半期決算もすでに発表されています[Y9]。

[7] https://finance.yahoo.co.jp/quote/1867.T/financials  
[9] https://finance.yahoo.co.jp/quote/1867.T"
1893.T,五洋建設,プライム,4,-0.30792402924212925,2.6488054098194813,0.3663581927054981,0.12822888389299575,True,False,True,True,年率5–10%の安定成長は未達; 途中に大幅減益あり; 直近1年+20%未満; 直近2–3Qの連続クリア未達,"日本株の五洋建設（1893.T）の直近の決算と見通しを以下の3点にまとめます。

1. **最新決算のハイライト**: 2025年3月期の売上高は727,491百万円で、前年の617,708百万円から増加しました。ただし、営業利益は21,697百万円と、前年の29,152百万円から減少しました[1][3]。

2. **見通しと将来展望**: 2026年3月期の売上高は727,000百万円と予想されており、前期比では微減します。営業利益は39,500百万円と予想され、大幅に増加する見込みです[5][9]。

3. **経常利益と最終利益の見通し**: 2026年3月期の経常利益は36,000百万円、親会社株主に帰属する当期純利益は25,000百万円と予想されています。これはそれぞれ前期比で大幅な増加を示しています[9][15]。"
1899.T,福田組,プライム,4,0.4525374224169405,0.2081937589794267,0.49738766980146293,0.08574594011487216,False,False,True,True,年率5–10%の安定成長は未達; 途中に大幅減益あり; 直近Q: 経常+20% & 売上+10% 未達; 直近2–3Qの連続クリア未達,"日本株 **1899.T（福田組）** の直近の決算や見通しについて、以下の3点で要約します。

1. **2025年12月期第2四半期の業績**: 福田組は、2025年12月期第2四半期（1-6月）で、連結経常利益が前年同期比2.5%増の38億円となりました[3]。

2. **通期計画の見通し**: 福田組は、2025年12月期の通期計画で経常利益63億円を目指しています。同社予想では、この数値は前期比で20.8%減少します[1][3]。

3. **売上高と営業利益の動向**: 2025年12月期第2四半期の売上高は前年同期比2.4%増の775億円で、営業利益は前年同期比1.9%増となりました[7]。"
2286.T,林兼産業,スタンダード,4,0.49288061336254096,0.6975296066130026,21.869565217391305,-0.037570224719101125,False,False,True,True,年率5–10%の安定成長は未達; 途中に大幅減益あり; 直近Q: 経常+20% & 売上+10% 未達; 直近2–3Qの連続クリア未達,"1. **2026年3月期第1四半期の売上高は前年同期比3.8%減の109億6,400万円だが、自社ブランド「霧島黒豚」の農場肥育成績改善により営業利益は3億9,100万円と大幅に黒字転換した**[1][3]。

2. **通期見通しは、売上高480億円（前期比2.6％減）、営業利益9億5,000万円（同11.7％減）、経常利益11億5,000万円（同15.7％減）と減収減益予想となっている**[1]。

3. **食品事業と飼料事業が主力で、自己資本比率は安定して高水準（42.1％）を維持しており、収益性も過去12四半期で改善傾向が続いている**[1][3]。"
3449.T,テクノフレックス,スタンダード,4,0.4092409240924093,-0.16470818374615115,0.8015414258188824,0.21862120644436117,True,True,False,True,年率5–10%の安定成長は未達; 途中に大幅減益あり; 直近2年CAGR+20%未満; 経常成長の加速なし,"株式会社テクノフレックス（3449.T）の直近決算と見通しについて、以下3点に要約します。

**2025年12月期第2四半期の業績**
全セグメントで増収増益を達成し、売上高125.65億円（前年同期比21.8％増）、営業利益19.19億円（同85.6％増）、経常利益19.85億円（同104.3％増）、親会社株主に帰属する中間純利益13.26億円（同115.6％増）と大幅な増収増益となりました[5]。継手事業と防災・工事事業が特に好調でした[5]。

**財務状況の健全性**
総資産は前期末比2.3％増の367.07億円、純資産は前期末比1.5％増の237.19億円となり、自己資本比率は64.6％と高水準を維持しています[5]。現金及び預金が16.73億円増加し、営業活動によるキャッシュ・フローは28.94億円の収入となり、前年同期比114.5％増加しました[5]。

**通期業績予想**
2025年12月期の連結業績予想は、売上高237億円（前期比7.5％増）、営業利益29億円（同32.0％増）、経常利益29億円（同35.8％増）、親会社株主に帰属する当期純利益は増益を見込んでいます[5]。

[https://finance.yahoo.co.jp/quote/3449.T/financials]"
3542.T,ベガコーポレーション,グロース,4,0.18734177215189884,0.6052797503622467,0.31527093596059114,0.20928293496386882,True,False,True,True,年率5–10%の安定成長は未達; 途中に大幅減益あり; 直近1年+20%未満; 直近2–3Qの連続クリア未達,"# ベガコーポレーション（3542.T）の直近決算と見通し

**2026年3月期第1四半期（2025年7月期）の業績**
経常利益は267百万円で、通期予想1,100百万円に対する進捗率は24.3%となった[https://kabuyoho.ifis.co.jp/index.php?action=tp1&sa=report&bcode=3542]。前年同期の203百万円から31.5%増加し、順調な滑り出しを見せている[https://kabuyoho.ifis.co.jp/index.php?action=tp1&sa=report&bcode=3542]。

**2025年3月期通期実績**
売上高は15,935百万円（前期比0.8%減）となったものの、経常利益は938百万円（前期比18.7%増）と増益を達成し、事前予想を上回る水準となった[https://kabuyoho.ifis.co.jp/index.php?action=tp1&sa=report&bcode=3542][https://kabutan.jp/stock/finance?code=3542]。当期純利益は591百万円で前期比50.0%の大幅増となった[https://kabutan.jp/stock/finance?code=3542]。

**2026年3月期の業績見通し**
会社予想では売上高17,500百万円（前期比9.8%増）、経常利益1,100百万円（前期比17.3%増）、当期純利益660百万円（前期比11.7%増）を計画しており、増収増益を見込んでいる[https://kabutan.jp/stock/finance?code=3542][https://finance.yahoo.co.jp/quote/3542.T/performance]。次回の第2四半期決算発表は2025年10月31日の予定である[https://kabuyoho.ifis.co.jp/index.php?action=tp1&sa=report&bcode=3542]。"
4265.T,Ｉｎｓｔｉｔｕｔｉｏｎ　ｆｏｒ　ａ　Ｇｌｏｂａｌ　Ｓｏｃｉｅｔｙ,グロース,4,13.047619047619047,0.920286436967152,-0.5882352941176471,0.24074074074074073,False,False,True,True,年率5–10%の安定成長は未達; 途中に大幅減益あり; 直近Q: 経常+20% & 売上+10% 未達; 直近2–3Qの連続クリア未達,"4265.T（Institution for a Global Society）の直近決算および見通しは以下の通りです。

- **2025年3月期の実績は、売上高6.0億円、営業損失3.0億円、最終損失3.3億円と減収減益。**前期（2024年3月期）は売上高9.2億円・営業損失2,100万円だったため、大幅な赤字拡大となった[1][3][5]。

- **2026年3月期の会社予想は、売上高8.3億円（前期比37.7％増）、営業利益2,800万円、経常利益6,300万円、純利益6,000万円と黒字転換を見込む。**増収・黒字化を計画している[3][8]。

- **次回決算発表（2026年3月期・中間）は2025年11月14日予定であり、通期は増収・黒字転換が期待されている。**業績の改善に伴い、注目が集まっている[5][7][8]。"
1605.T,ＩＮＰＥＸ,プライム,3,0.03624348164648672,-0.05094561131743114,-0.09012233575183738,-0.13818951252480804,False,False,True,True,年率5–10%の安定成長は未達; 直近1年+20%未満; 直近2年CAGR+20%未満; 直近Q: 経常+20% & 売上+10% 未達; 直近2–3Qの連続クリア未達,"日本株1605.T（INPEX）の直近決算と見通しについて、以下の3点に要約します。

**2025年12月期第2四半期（1-6月）の業績**
原油価格の下落により売上高は前年同期比で減収となったものの、法人所得税費用の減少などにより連結最終利益は前年同期比5.1%増の2,235億円に増益となりました[https://minkabu.jp/stock/1605/settlement]。4-6月期単独では最終利益が前年同期比7.1%増の972億円となり、売上営業利益率も53.9%から57.2%に上昇しました[https://minkabu.jp/stock/1605/settlement]。

**通期業績予想の上方修正**
2025年12月期通期の業績予想を大幅に上方修正し、連結最終利益を従来予想の3,000億円から3,700億円（前期比13.4%減）に23.3%引き上げました[https://minkabu.jp/stock/1605/settlement]。売上収益は前回予想比9.5%増の1兆9,950億円、営業利益は18.4%増の1兆850億円を見込んでいます[https://finance.yahoo.co.jp/quote/1605.T/financials]。

**配当増額の実施**
業績好調を受けて、2025年12月期の年間配当を従来計画の90円から100円（前期86円）に増額修正しました[https://minkabu.jp/stock/1605/settlement]。次回の第3四半期決算発表は2025年11月13日を予定しています[https://kabuyoho.jp/sp/report?bcode=1605]。"
1810.T,松井建設,スタンダード,3,4.010430247718383,0.1925937249315519,3.367741935483871,0.03685492394650981,False,False,True,True,年率5–10%の安定成長は未達; 途中に大幅減益あり; 直近2年CAGR+20%未満; 直近Q: 経常+20% & 売上+10% 未達; 直近2–3Qの連続クリア未達,"1. **2026年3月期第1四半期は増収・大幅増益で、営業利益は前年同期比822.1%増（約11.4億円）、売上高は3.7%増（約225.6億円）と好調を維持しています。**［3］

2. **2026年3月期通期予想は、売上高970億円（前期比2.3%減）ながら、営業利益40億円（同18.2%増）、純利益30億円（同10.0%増）と増益見込みです。進捗も順調で、通期予想に修正はありません。**［3］

3. **2026年3月期の年間配当予想は53円（前期実績48円から5円増配）、中間配当26円・期末配当27円を予定しています。**［3］"
1847.T,イチケン,スタンダード,3,0.691542288557214,0.6219004064471003,-0.1010376843255052,-0.17703153988868275,False,False,False,True,年率5–10%の安定成長は未達; 途中に大幅減益あり; 直近Q: 経常+20% & 売上+10% 未達; 直近2–3Qの連続クリア未達; 経常成長の加速なし,"日本株1847.T（株式会社イチケン）の直近決算と見通しについて、以下の3点に要約します。

**2025年3月期（前期）決算は大幅増益を達成**
連結売上高は989億9,900万円、営業利益は68億6,600万円、経常利益は68億円、当期純利益は46億9,700万円となり、前年の2024年3月期と比較して大幅な増益を記録しました[1][3]。1株当たり利益は647.19円となっています[1]。

**2026年3月期（今期）は減益予想**
会社側の業績予想では、売上高は990億円（前期比ほぼ横ばい）を見込む一方、営業利益は53億5,000万円（前期比22.1%減）、経常利益は52億円（同23.5%減）、親会社株主に帰属する当期純利益は35億円（同25.5%減）と、利益面では大幅な減益を予想しています[3][5]。1株当たり利益は482.2円の見通しです[3]。

**次回決算発表は2025年11月13日予定**
2026年3月期の第2四半期（上期）決算発表は2025年11月13日に予定されています[7]。配当については前期と同じ年間140円を維持する方針です[3]。"
